35952	36480
37008	37504
37936	38512
39408	39664
40496	40800
41632	42160
42320	43152
44000	44064
45296	45632
46512	47024
47440	47888
49088	49520
50032	50560
50816	51424
52624	52752
53936	54032
55520	55584
56272	55552
56688	55552
58192	55872
59360	56544
60160	56752
61776	56464
64288	56208
58064	56096
10192	15328
11744	304
5232	720
3456	1040
3008	1408
2432	1696
3232	11776
4560	20592
9328	12528
18304	5936
19904	9648
13568	18448
11312	19632
14624	16064
20368	16416
21568	20160
21376	21936
21408	22144
21840	22944
23008	24288
25216	25760
27440	27120
28496	28352
28816	29104
29392	29872
30256	30720
31984	32160
33200	33440
33792	34384
34800	35072
35680	35936
36688	36944
37712	37936
38496	38448
39408	39856
40224	40912
41184	41232
41936	42096
42640	42496
43440	43696
44112	44512
44896	45248
45488	45776
46016	46192
46464	46656
47072	47216
48032	48240
48400	48672
49104	49232
49328	49488
49504	49600
49776	49696
50352	50608
51024	50976
51200	51392
51328	51408
51424	51440
51632	51824
51872	51728
52176	52368
52464	52480
52496	52416
52720	52368
52448	52320
52400	52336
52352	52320
52352	52320
52368	52256
52288	52208
52240	52112
51888	51936
51536	51456
51232	51024
50880	50848
50480	50464
50256	50272
50000	49856
49472	49248
48944	48704
48576	48480
48256	48320
48048	47824
47184	46864
46560	45872
45616	45200
45056	44912
44640	44544
44096	43936
43152	42960
42288	41872
41344	41408
40784	40480
39968	39728
39168	39056
38272	38112
37424	36944
36736	36096
35408	35488
34432	34304
33600	33488
32928	32096
31600	31280
30560	30320
29264	29360
28272	28608
27152	27072
25920	25792
25200	25008
24192	23648
22992	22320
21552	21344
20336	20000
19120	18624
18032	18144
17168	16752
15984	15504
14192	13920
13232	12624
11584	11392
10544	10704
9664	9392
8128	7872
7088	6752
5408	5536
4256	3856
3328	2736
2608	1312
1936	560
5808	4976
51248	52096
56976	55856
65520	58272
59808	58144
61792	59216
58496	60128
54992	59824
53328	58864
52496	57920
51216	55408
50704	48720
49936	46624
48800	47600
47552	47472
45376	46064
43904	43840
44016	42880
43040	41872
41216	41456
39040	39376
39264	38144
38560	37824
36864	37088
35536	35072
33936	33520
33552	33232
32816	32704
31952	31248
31136	30560
29728	28800
30144	23120
28144	30816
20544	35040
26336	20736
30080	21024
24656	27104
22528	26272
22320	23440
22352	21376
22432	20864
19968	20672
19392	19760
19408	19088
19008	19216
18752	18448
18400	17616
17600	17136
16640	17072
16128	15888
15872	15488
15664	15664
15376	15408
14992	14960
14688	14352
14192	13936
13696	13728
13456	13600
13408	13488
13328	13440
13216	13200
13168	12976
13152	12976
13168	13072
13136	13216
13168	13232
13168	13264
13184	13392
13216	13392
13296	13392
13392	13600
13440	13920
13664	14096
13936	14544
14448	14816
14912	15232
16032	15584
16720	16240
17008	16800
17072	17088
17120	17312
17280	17408
17712	17968
19136	18992
20176	20048
20816	20656
21184	21056
21248	21648
21824	22480
22992	23504
24208	24384
25024	25056
25376	25664
26144	26272
26688	27312
28096	28592
28976	29456
30144	30512
30800	30976
31312	31968
32688	32912
33936	34096
35216	35408
36112	36784
37040	37808
38032	38464
39120	39584
40240	41136
41856	42096
42752	43056
43840	44064
45264	45696
46432	46736
47104	48416
48640	49584
50272	50544
50736	51776
52528	52816
53808	54896
54672	55728
56272	55360
56880	55664
58320	55984
59168	56464
60320	55952
62064	55712
64528	55376
58032	54064
10480	9936
11616	304
4144	720
3248	1040
2944	1408
2112	1696
3296	8704
4928	21408
9680	16000
17456	6752
19600	7168
14976	16640
12304	22432
13872	17728
18240	14928
21968	18320
22080	22832
22064	23424
22256	22864
22560	23680
24336	25264
27136	27056
29008	28656
29232	29184
29472	29904
30176	30512
31648	31808
33232	33328
34192	34752
34928	35360
35664	35856
36784	37104
37600	37696
38544	38880
39536	39760
40432	40768
41168	41232
41952	42064
42640	42512
43440	43712
44128	44528
44896	45296
45376	45808
46064	46176
46528	46400
46864	47328
47616	48320
48592	48656
48912	49248
49376	49536
49536	49584
49744	49696
50320	50640
50992	51248
50960	51408
51392	51424
51408	51200
51616	51760
51888	52048
52000	52400
52416	52560
52512	52416
52720	52416
52432	52336
52416	52352
52400	52288
52400	52336
52320	52256
52288	52192
52464	52112
51920	51920
51600	51376
51216	51008
50864	50784
50480	50464
50208	50240
49984	49760
49536	49296
48912	48672
48544	48448
48224	48336
47744	47520
47216	46896
46336	45952
45664	45216
45120	44976
44656	44528
44080	44000
43120	43152
42256	42032
41664	41120
40736	40624
40176	39424
39216	38752
38288	37936
37376	36912
36352	36320
35792	35168
34672	34048
33552	33232
32736	31824
31616	31008
30528	30448
29664	28992
28480	27984
27632	27152
26304	26336
24864	24608
24000	23504
23200	22368
21936	21392
20448	20096
18960	18816
18352	17808
17360	16752
15696	15504
14560	14224
13088	12544
12000	11376
10656	10400
8992	9216
7744	8064
6848	6432
6128	5344
4704	3920
3232	3040
2336	2016
2032	976
5536	3792
48800	48240
53456	55680
65520	57984
59264	57936
63296	58896
58016	59856
54048	59872
53616	58880
53232	58160
51904	55600
50944	48512
49440	46576
48144	47312
47536	47824
46208	46112
44720	44240
43696	42544
42464	41552
41024	40784
40176	39808
39344	38880
38112	37184
36848	35936
35408	35152
34368	34496
33744	33312
32976	32272
31888	31312
30784	30272
29696	29232
28576	28256
27728	27568
27344	26928
26384	25936
25360	24960
24576	24112
23872	23392
22832	22608
21952	21792
21168	21040
20880	20480
20544	19984
19840	19552
19152	18976
17792	18624
17040	17552
16848	16816
16736	16320
16720	16048
16448	16112
15872	15680
14896	15216
14192	14512
14064	14080
14032	13888
13952	13568
13952	13760
13936	13664
14064	13440
13776	13248
13120	13120
12656	13296
12496	13024
12608	12800
12688	13296
12752	13104
12832	13184
12944	13280
13072	13440
13360	13696
13808	14048
14096	14384
15040	14752
15552	15088
15680	15328
15712	15392
15808	16080
15968	16528
16384	16832
17040	17264
17504	17776
18560	18192
19376	18976
20016	19872
20528	20432
20752	20800
21280	21536
22240	22608
23232	23488
23840	24384
24784	24992
25472	25344
26240	26160
26928	27376
28304	28560
29344	29664
30048	30368
30848	30752
31504	31792
32752	33216
33904	34432
35040	35472
35872	36528
37040	37504
38080	38224
38992	39472
40256	41200
41520	42320
43120	43024
43952	44048
44864	45760
46144	46864
47168	47936
48832	49568
50160	50544
50976	51920
52320	53168
53712	54160
54848	55808
56256	55952
57008	55600
58352	56176
59136	56336
60192	55808
62000	55776
64400	55296
