32768	32768
33411	33411
34054	34054
34696	34696
35337	35337
35976	35976
36614	36614
37249	37249
37882	37882
38511	38511
39137	39137
39759	39759
40377	40377
40990	40990
41599	41599
42202	42202
42799	42799
43390	43390
43975	43975
44554	44554
45125	45125
45688	45688
46244	46244
46792	46792
47331	47331
47862	47862
48383	48383
48895	48895
49397	49397
49890	49890
50372	50372
50843	50843
51304	51304
51753	51753
52191	52191
52617	52617
53031	53031
53433	53433
53823	53823
54200	54200
54564	54564
54914	54914
55252	55252
55576	55576
55886	55886
56182	56182
56465	56465
56733	56733
56986	56986
57225	57225
57449	57449
57658	57658
57853	57853
58032	58032
58196	58196
58345	58345
58478	58478
58596	58596
58698	58698
58784	58784
58855	58855
58910	58910
58950	58950
58974	58974
58982	58982
58974	58974
58950	58950
58910	58910
58855	58855
58784	58784
58698	58698
58596	58596
58478	58478
58345	58345
58196	58196
58032	58032
57853	57853
57658	57658
57449	57449
57225	57225
56986	56986
56733	56733
56465	56465
56182	56182
55886	55886
55576	55576
55252	55252
54914	54914
54564	54564
54200	54200
53823	53823
53433	53433
53031	53031
52617	52617
52191	52191
51753	51753
51304	51304
50843	50843
50372	50372
49890	49890
49397	49397
48895	48895
48383	48383
47862	47862
47331	47331
46792	46792
46244	46244
45688	45688
45125	45125
44554	44554
43975	43975
43390	43390
42799	42799
42202	42202
41599	41599
40990	40990
40377	40377
39759	39759
39137	39137
38511	38511
37882	37882
37249	37249
36614	36614
35976	35976
35337	35337
34696	34696
34054	34054
33411	33411
32768	32768
32124	32124
31481	31481
30839	30839
30198	30198
29559	29559
28921	28921
28286	28286
27653	27653
27024	27024
26398	26398
25776	25776
25158	25158
24545	24545
23936	23936
23333	23333
22736	22736
22145	22145
21560	21560
20981	20981
20410	20410
19847	19847
19291	19291
18743	18743
18204	18204
17673	17673
17152	17152
16640	16640
16138	16138
15645	15645
15163	15163
14692	14692
14231	14231
13782	13782
13344	13344
12918	12918
12504	12504
12102	12102
11712	11712
11335	11335
10971	10971
10621	10621
10283	10283
9959	9959
9649	9649
9353	9353
9070	9070
8802	8802
8549	8549
8310	8310
8086	8086
7877	7877
7682	7682
7503	7503
7339	7339
7190	7190
7057	7057
6939	6939
6837	6837
6751	6751
6680	6680
6625	6625
6585	6585
6561	6561
6554	6554
6561	6561
6585	6585
6625	6625
6680	6680
6751	6751
6837	6837
6939	6939
7057	7057
7190	7190
7339	7339
7503	7503
7682	7682
